id_str;from_user;text;created_at;time;geo_coordinates;user_lang;in_reply_to_user_id_str;in_reply_to_screen_name;from_user_id_str;in_reply_to_status_id_str;source;profile_image_url;user_followers_count;user_friends_count;user_location;status_url;entities_str
1063521757175443456;talogh;RT @DespiertaChile4: No puede usted a venir a hablar de #CamiloCatillanca @senadorquintana  #Araucania  cuando aún no responde por muerte de un @Carabdechile por estar ebrio y no prestar ayuda, ni las condolencias a la Fmlia. @CNNChile @DMatamala https://t.co/pgsIkh0xkY;Fri Nov 16 19:58:40 +0000 2018;16-11-2018 19:58:40;;es;;;551873747;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/890191979551891456/yGluRnwd_normal.jpg;321;776;Santiago, Chile;http://twitter.com/talogh/statuses/1063521757175443456;"{""hashtags"":[{""text"":""CamiloCatillanca"",""indices"":[56,73]},{""text"":""Araucania"",""indices"":[92,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""DespiertaChile4"",""name"":""Despierta_Chile 🇨🇱"",""id"":1057673980000288800,""id_str"":""1057673980000288768"",""indices"":[3,19]},{""screen_name"":""senadorquintana"",""name"":""Jaime Quintana"",""id"":76683098,""id_str"":""76683098"",""indices"":[74,90]}],""urls"":[]}"
1063521754793033728;Koote21;"RT @andres20ad: Dicen que fue una bala loca pero el tractor presenta 5 balas.
Dicen que fue un enfrentamiento, pero fue asesinado por la espalda.
Dicen que #CamiloCatillanca tenía antecedentes. Mentira.
Dicen que fue por un delito común. Entonces, ¿Porque el Comando Jungla antiterrorista actuó?.";Fri Nov 16 19:58:40 +0000 2018;16-11-2018 19:58:40;;es;;;151709955;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/600880117217394688/MsigzI4M_normal.jpg;85;121;buscando hormiguitas de papel.;http://twitter.com/Koote21/statuses/1063521754793033728;"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""andres20ad"",""name"":""Andrés"",""id"":762803779737616400,""id_str"":""762803779737616384"",""indices"":[3,14]}],""urls"":[]}"
1063521736157790208;Scrutinator;RT @DespiertaChile4: No puede usted a venir a hablar de #CamiloCatillanca @senadorquintana  #Araucania  cuando aún no responde por muerte de un @Carabdechile por estar ebrio y no prestar ayuda, ni las condolencias a la Fmlia. @CNNChile @DMatamala https://t.co/pgsIkh0xkY;Fri Nov 16 19:58:35 +0000 2018;16-11-2018 19:58:35;;es;;;177331879;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/1259943886/scrutinator_normal.jpg;843;1268;Chile;http://twitter.com/Scrutinator/statuses/1063521736157790208;"{""hashtags"":[{""text"":""CamiloCatillanca"",""indices"":[56,73]},{""text"":""Araucania"",""indices"":[92,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""DespiertaChile4"",""name"":""Despierta_Chile 🇨🇱"",""id"":1057673980000288800,""id_str"":""1057673980000288768"",""indices"":[3,19]},{""screen_name"":""senadorquintana"",""name"":""Jaime Quintana"",""id"":76683098,""id_str"":""76683098"",""indices"":[74,90]}],""urls"":[]}"
1063521736124186624;frichterz;"RT @piperivas: Tremenda fotografía.
No la vi en ningún medio chileno, sino en uno alemán.
¡Justicia para #CamiloCatrillanca! https://t.co/pwA3jr8iyC";Fri Nov 16 19:58:35 +0000 2018;16-11-2018 19:58:35;;es;;;161742387;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/378800000445303464/154439b984606fe64d6af7ba0c53ada0_normal.jpeg;205;539;Chile. Santiago.;http://twitter.com/frichterz/statuses/1063521736124186624;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[105,123]}],""symbols"":[],""user_mentions"":[{""screen_name"":""piperivas"",""name"":""Felipe"",""id"":54958384,""id_str"":""54958384"",""indices"":[3,13]}],""urls"":[]}"
1063521718751371264;Aliciacarafipl3;RT @GonzaloWMS: El show mediático que pretende instalar la izquierda con el caso #CamiloCatillanca es una muestra más de la decadencia en la que se encuentra. Se creían dueños de la democracia y hoy buscan de manera desesperada obtener alguna ventaja política intrascendente de lo que sea.;Fri Nov 16 19:58:31 +0000 2018;16-11-2018 19:58:31;;es;;;801131674402701312;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png;882;840;;http://twitter.com/Aliciacarafipl3/statuses/1063521718751371264;"{""hashtags"":[{""text"":""CamiloCatillanca"",""indices"":[81,98]}],""symbols"":[],""user_mentions"":[{""screen_name"":""GonzaloWMS"",""name"":""Gonzalo M Serey"",""id"":1495927453,""id_str"":""1495927453"",""indices"":[3,14]}],""urls"":[]}"
1063521718294204416;bicepsfemoral;RT @_Mankeke_: Para estar indignado con el asesinato de #CamiloCatillanca por parte de carabineros y el #ComandoJungla  no es necesario ser de izquierda o progresista como dicen algunos, solo hace falta ser persona. Punto;Fri Nov 16 19:58:31 +0000 2018;16-11-2018 19:58:31;;es;;;602486667;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/721375052197994497/GLb9fRfO_normal.jpg;1221;1120;Estación Central;http://twitter.com/bicepsfemoral/statuses/1063521718294204416;"{""hashtags"":[{""text"":""CamiloCatillanca"",""indices"":[56,73]},{""text"":""ComandoJungla"",""indices"":[104,118]}],""symbols"":[],""user_mentions"":[{""screen_name"":""_Mankeke_"",""name"":""Juan Pablo M."",""id"":122250428,""id_str"":""122250428"",""indices"":[3,13]}],""urls"":[]}"
1063521699273064448;cutedanys;"RT @AGOTAdocl: #CamiloCatillanca
#RenunciaChadwick
#RenunciaHermesSoto 
#RenunciaMayol 

Los colores de la bandera de #Chile https://t.co/OSolkY439x";Fri Nov 16 19:58:27 +0000 2018;16-11-2018 19:58:27;;es;;;777635072623140864;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/1037534041417822209/3a4H0tKe_normal.jpg;67;173;;http://twitter.com/cutedanys/statuses/1063521699273064448;"{""hashtags"":[{""text"":""CamiloCatillanca"",""indices"":[15,32]},{""text"":""RenunciaChadwick"",""indices"":[33,50]},{""text"":""RenunciaHermesSoto"",""indices"":[51,70]},{""text"":""RenunciaMayol"",""indices"":[72,86]},{""text"":""Chile"",""indices"":[118,124]}],""symbols"":[],""user_mentions"":[{""screen_name"":""AGOTAdocl"",""name"":""AlfonsoGTCL"",""id"":120317099,""id_str"":""120317099"",""indices"":[3,13]}],""urls"":[]}"
1063521695351357441;lft0311;"RT @piperivas: Tremenda fotografía.
No la vi en ningún medio chileno, sino en uno alemán.
¡Justicia para #CamiloCatrillanca! https://t.co/pwA3jr8iyC";Fri Nov 16 19:58:26 +0000 2018;16-11-2018 19:58:26;;es;;;740195174790402048;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/742554018141110272/wgPxUKu2_normal.jpg;67;187;;http://twitter.com/lft0311/statuses/1063521695351357441;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[105,123]}],""symbols"":[],""user_mentions"":[{""screen_name"":""piperivas"",""name"":""Felipe"",""id"":54958384,""id_str"":""54958384"",""indices"":[3,13]}],""urls"":[]}"
1063521691253571590;Reyceballos;RT @PipilipiPapardo: @cuicoprogre_ Hasta el Presidente tiene más antecedentes que #CamiloCatrillanca;Fri Nov 16 19:58:25 +0000 2018;16-11-2018 19:58:25;;es;;;35980242;;"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>";http://pbs.twimg.com/profile_images/992546722521010176/_Nfry4B1_normal.jpg;180;75;Chile;http://twitter.com/Reyceballos/statuses/1063521691253571590;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[82,100]}],""symbols"":[],""user_mentions"":[{""screen_name"":""PipilipiPapardo"",""name"":""Pili Pardo"",""id"":1030216423749103600,""id_str"":""1030216423749103617"",""indices"":[3,19]},{""screen_name"":""cuicoprogre_"",""name"":""Cuicoprogre"",""id"":774815915502399500,""id_str"":""774815915502399488"",""indices"":[21,34]}],""urls"":[]}"
1063521663411728385;ossantamo;"RT @Politicida74: Cuando quemaron vivos a los Luchsinger:

-Llamamos a Protestar?
-Llamamos a Marchar?
-Llamamos a Rebelión?
-Hubo barricadas?
-Hubo encapuchados?
-Hubo Atentados?
-Hubo destrucción?
-Hubo detenidos?

NADA.

LA IZQUIERDA es el verdadero Cáncer de Latinoamérica. 

#CamiloCatillanca";Fri Nov 16 19:58:18 +0000 2018;16-11-2018 19:58:18;;es;;;4863495856;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/967084179862192132/Cf7rZzDh_normal.jpg;75;156;;http://twitter.com/ossantamo/statuses/1063521663411728385;"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Politicida74"",""name"":""POLITICIDA"",""id"":735497999573471200,""id_str"":""735497999573471232"",""indices"":[3,16]}],""urls"":[]}"
1063521662883282944;veroR_06;RT @Jadue2022: La administración de @sebastianpinera MIENTE. ¿#CamiloCatrillanca fue asesinado por el gobierno?;Fri Nov 16 19:58:18 +0000 2018;16-11-2018 19:58:18;;es;;;845058820753801216;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/1057009634865754112/HrjzIGDx_normal.jpg;683;701;Santiago,chile;http://twitter.com/veroR_06/statuses/1063521662883282944;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[62,80]}],""symbols"":[],""user_mentions"":[{""screen_name"":""Jadue2022"",""name"":""Daniel Jadue Presidente"",""id"":977682029331533800,""id_str"":""977682029331533826"",""indices"":[3,13]},{""screen_name"":""sebastianpinera"",""name"":""Sebastian Piñera"",""id"":13623532,""id_str"":""13623532"",""indices"":[36,52]}],""urls"":[]}"
1063521659116838912;MarceloBarraMol;RT @PamJiles: Aquí Extracto de Filiación y Antecedentes del joven #CamiloCatrillanca q el Gobierno aseguró tenía antecedentes penales. Como verán NO los tenía. Le dispararon por la espalda, desarmado en medio de un ataque militar a población civil de una comunidad mapuche. Ejecución Sumaria? https://t.co/fj1nMyhLFZ;Fri Nov 16 19:58:17 +0000 2018;16-11-2018 19:58:17;;es;;;200185464;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/635261933046878208/hnkZeRfj_normal.jpg;44;96;Santiago, Metropolitana de Santiago;http://twitter.com/MarceloBarraMol/statuses/1063521659116838912;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[66,84]}],""symbols"":[],""user_mentions"":[{""screen_name"":""PamJiles"",""name"":""#PamelaJilesDiputada"",""id"":1381789998,""id_str"":""1381789998"",""indices"":[3,12]}],""urls"":[]}"
1063521646496047104;PILYXX;RT @RichardBezzaza: La palabra es asesinato todo lo que viene ahora es un montaje .#CamiloCatrillanca;Fri Nov 16 19:58:14 +0000 2018;16-11-2018 19:58:14;;es;;;119175741;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/672117209058144256/HVOd2zaA_normal.jpg;762;1161;Santiago - Chile;http://twitter.com/PILYXX/statuses/1063521646496047104;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[83,101]}],""symbols"":[],""user_mentions"":[{""screen_name"":""RichardBezzaza"",""name"":""Richard  Bezzaza"",""id"":1173720866,""id_str"":""1173720866"",""indices"":[3,18]}],""urls"":[]}"
1063521643232935937;InazioPons;"RT @Coniriwi: - Cecilia Pérez: ""Si carabineros debe actuar a balazos, está dentro de sus faculta...""
        🤨
          |\👐
         / \_
━━━━━┓ ＼＼
┓┓┓┓┓┃   ＼＼
┓┓┓┓┓┃ ヽ🐵ノ
┓┓┓┓┓┃ 　 /
┓┓┓┓┓┃  ノ)
┓┓┓┓┓┃
┓┓┓┓┓┃
┓┓┓┓┓┃
#CamiloCatillanca";Fri Nov 16 19:58:13 +0000 2018;16-11-2018 19:58:13;;es;;;182883925;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/1033919823623974913/D4CT5zPK_normal.jpg;683;680;San Bernardo/Chile;http://twitter.com/InazioPons/statuses/1063521643232935937;"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""Coniriwi"",""name"":""Coni🐾"",""id"":74561884,""id_str"":""74561884"",""indices"":[3,12]}],""urls"":[]}"
1063521640783536132;TanitaNL;"RT @fernando_atria: Jugando a ser GI Joe, dando una ""señal"" de dureza. Si hubiera traído paz a la Araucanía el gobierno habría reclamado el crédito. Sabemos (siempre supimos, pero no les importa, era propaganda) que trajo otra cosa. Que asuman su responsabilidad. #CamiloCatrillanca https://t.co/bcZOj6QIu1";Fri Nov 16 19:58:13 +0000 2018;16-11-2018 19:58:13;;es;;;356365430;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/635612810916065281/_h75NWw8_normal.jpg;162;583;;http://twitter.com/TanitaNL/statuses/1063521640783536132;"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""fernando_atria"",""name"":""Fernando Atria"",""id"":2764352584,""id_str"":""2764352584"",""indices"":[3,18]}],""urls"":[]}"
1063521633011490817;rubengatos;RT @RRYrevolucion: [Hilo] Chile: En este vídeo el activista mapuche #CamiloCatrillanca acusaba a los Carabineros de torturar y asesinar a su pueblo. No se equivocaba ya que este miércoles, 14 de Noviembre, #CamiloCatrillanca ha sido asesinado por los carabineros.  https://t.co/UyZyViFoc8;Fri Nov 16 19:58:11 +0000 2018;16-11-2018 19:58:11;;es;;;700614774229434369;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/920674334024306689/_P5xtofp_normal.jpg;280;2076;Sierra Oeste de Madrid;http://twitter.com/rubengatos/statuses/1063521633011490817;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[68,86]}],""symbols"":[],""user_mentions"":[{""screen_name"":""RRYrevolucion"",""name"":""Revolución Real Ya"",""id"":574069380,""id_str"":""574069380"",""indices"":[3,17]}],""urls"":[]}"
1063521613973504001;PILYXX;RT @jgalemparte: Dijeron que #CamiloCatrillanca tenía antecedentes penales (me envían por DM su extracto de filiación y antecedentes), se lo escuchamos todos al Intendente Mayol. Aquí se cae la mentira. Otra más de quien sabe cuántas. https://t.co/0UaMboED4A;Fri Nov 16 19:58:06 +0000 2018;16-11-2018 19:58:06;;es;;;119175741;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/672117209058144256/HVOd2zaA_normal.jpg;762;1161;Santiago - Chile;http://twitter.com/PILYXX/statuses/1063521613973504001;"{""hashtags"":[{""text"":""CamiloCatrillanca"",""indices"":[29,47]}],""symbols"":[],""user_mentions"":[{""screen_name"":""jgalemparte"",""name"":""Gabriel Alemparte"",""id"":207741909,""id_str"":""207741909"",""indices"":[3,15]}],""urls"":[]}"
1063521607837196288;eastcl;"RT @UChileIndigena: Cátedra de Racismos y Migraciones Contemporáneas, la Cátedra Indígena, y la Oficina de Equidad e Inclusión de la @uchile se manifiestan respecto al asesinato de #CamiloCatrillanca 
@facsouchile
https://t.co/mu36mHyCqS";Fri Nov 16 19:58:05 +0000 2018;16-11-2018 19:58:05;;en;;;118405537;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/1049430169587453952/hgrHmyWO_normal.jpg;679;1749;Santiago, Chile;http://twitter.com/eastcl/statuses/1063521607837196288;"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""UChileIndigena"",""name"":""UChileIndígena"",""id"":2681180150,""id_str"":""2681180150"",""indices"":[3,18]}],""urls"":[]}"
1063521605698142208;MiniFlaten;RT @DespiertaChile4: No puede usted a venir a hablar de #CamiloCatillanca @senadorquintana  #Araucania  cuando aún no responde por muerte de un @Carabdechile por estar ebrio y no prestar ayuda, ni las condolencias a la Fmlia. @CNNChile @DMatamala https://t.co/pgsIkh0xkY;Fri Nov 16 19:58:04 +0000 2018;16-11-2018 19:58:04;;en;;;58649844;;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";http://pbs.twimg.com/profile_images/438169986222157824/rtqkpGUz_normal.jpeg;438;144;Chile;http://twitter.com/MiniFlaten/statuses/1063521605698142208;"{""hashtags"":[{""text"":""CamiloCatillanca"",""indices"":[56,73]},{""text"":""Araucania"",""indices"":[92,102]}],""symbols"":[],""user_mentions"":[{""screen_name"":""DespiertaChile4"",""name"":""Despierta_Chile 🇨🇱"",""id"":1057673980000288800,""id_str"":""1057673980000288768"",""indices"":[3,19]},{""screen_name"":""senadorquintana"",""name"":""Jaime Quintana"",""id"":76683098,""id_str"":""76683098"",""indices"":[74,90]}],""urls"":[]}"
1063521601780625408;CTAMalvinasArg;"RT @CTAAPueblosOrig: Kim Wanglen Ibe Lefio, de la @PrensaCTABsAs denunció: “Wallmapu nuevamente se tiñe de sangre. Nos duele el asesinato de #CamiloCatrillanca y la brutal represión contra nuestro pueblo indefenso"". La CTA-A se movilizó en repudio al asesinato del comunero.  https://t.co/UMOqAdUuRB https://t.co/xfirrNq73k";Fri Nov 16 19:58:03 +0000 2018;16-11-2018 19:58:03;;es;;;2495073656;;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";http://pbs.twimg.com/profile_images/884943630007496704/6rZ5q3xH_normal.jpg;237;202;Los Polvorines, Argentina;http://twitter.com/CTAMalvinasArg/statuses/1063521601780625408;"{""hashtags"":[],""symbols"":[],""user_mentions"":[{""screen_name"":""CTAAPueblosOrig"",""name"":""Pueblos Originarios CTA-A"",""id"":1046252571076317200,""id_str"":""1046252571076317185"",""indices"":[3,19]},{""screen_name"":""PrensaCTABsAs"",""name"":""Prensa CTA-A Bs.As."",""id"":1615929500,""id_str"":""1615929500"",""indices"":[50,64]}],""urls"":[]}"
